location,name,note,waterfront,state,ownership,website,elevation_feet,delta_temp,climate,visited,phone
"36.5357,-78.3102",Kimball Point Campground,Many campsites are located on the lakefront.  Part of Kerr Lake State Recreation Area.  --AWH,lake,NC,state,"https://northcarolinastateparks.reserveamerica.com/camping/kerr-lake-state-recreation-area/r/campgroundDetails.do?contractCode=NC&parkId=552904
https://www.campsitephotos.com/campground/nc/kerr-lake-recreation-area-kimball-point/",344,4.367503980000009,slightly warmer,yes,
"36.4328,-78.3732",J C Cooper Campground,Many campsites are located on the lakefront.  Part of Kerr Lake State Recreation Area.  --AWH,lake,NC,state,"https://northcarolinastateparks.reserveamerica.com/camping/kerr-lake-state-recreation-area/r/campgroundDetails.do?contractCode=NC&parkId=552904
https://www.campsitephotos.com/campground/nc/kerr-lake-state-recreation-area-j-c-cooper/",354,4.517623980000005,slightly warmer,no,
"36.5102,-78.3700",Hibernia Campground,Many campsites are located on the lakefront.  Part of Kerr Lake State Recreation Area.  --AWH,lake,VA,state,"https://northcarolinastateparks.reserveamerica.com/camping/kerr-lake-state-recreation-area/r/campgroundDetails.do?contractCode=NC&parkId=552904
https://www.campsitephotos.com/campground/nc/kerr-lake-state-recreation-area-hibernia/",354,4.37830398000001,slightly warmer,yes,
"36.5350,-78.3459",Henderson Point Campground,Many campsites are located on the lakefront.  Part of Kerr Lake State Recreation Area.  --AWH,lake,VA,state,"https://northcarolinastateparks.reserveamerica.com/camping/kerr-lake-state-recreation-area/r/campgroundDetails.do?contractCode=NC&parkId=552904
https://www.campsitephotos.com/campground/nc/henderson-point/",324,4.438963980000012,slightly warmer,no,
"40.2892,-78.5898",Blue Knob State Park,"Best sites according to www.youtube.com/watch?v=HhmVrsQAuR8: 1*, 16, 20, 21, 22**, 24, 26, 27, 28, 29, 43*, 45, 47, 48, 50*  --AWH",none,PA,state,https://pennsylvaniastateparks.reserveamerica.com/camping/blue-knob-state-park/r/campgroundDetails.do?contractCode=PA&parkId=880302,2486,-10.028896019999996,cooler,yes,
"39.5110,-78.1539",Sleepy Creek WMA Camping Area,"WMA camping area near Sleepy Creek Lake, but sites are not confirmed to be directly on the lake shoreline.",none,WV,state,https://wvdnr.gov/lands-waters/wildlife-management-areas/,1171,-3.9364360199999995,similar,no,
"39.2498,-78.7506",Nathaniel Mountain WMA dispersed camping,Dispersed camping in a mountain WMA; no significant water body adjacent.,none,WV,state,https://wvdnr.gov/lands-waters/wildlife-management-areas/,2290,-7.455976019999993,slightly cooler,no,
"39.2055,-78.6669",Short Mountain WMA dispersed camping,Dispersed camping in a mountain WMA; no significant water body adjacent.,none,WV,state,https://wvdnr.gov/lands-waters/wildlife-management-areas/,2286,-7.364536019999996,slightly cooler,no,
"40.0612,-76.8981",Gifford Pinchot State Park,"All sites listed are lakeside with lake view and path to lake except as noted.
°316, ^317, *318-321, *322~, 324, ^325~, ^326, ^328, ^131•, ^129•, ^127•, ^126•~, ^125•~, ^124•~, *117-123~, *114-116
*best lakefront sites
°slightly obstructed lake view w/possible path to lake
^mostly obstructed lake view
•reedy or marshy
~very small space to park",lake,PA,state,"https://pennsylvaniastateparks.reserveamerica.com/camping/gifford-pinchot-state-park/r/campgroundDetails.do?contractCode=PA&parkId=880306
https://www.campsitephotos.com/campground/pa/gifford-pinchot-state-park/",492,-2.5048960199999932,similar,yes,
"38.3391,-80.3803",Williams River Campsites #1-24,"There are 24 campsites on FR 86 (northern section of Williams River Road), many of which are right on the river.  Note that FR 86 is a narrow paved road.  --AWH",river,WV,federal,https://www.recreation.gov/camping/campgrounds/10351788,2378,-6.132616019999997,slightly cooler,no,
"38.2511,-80.2277",Williams River Campsites #25-30,"There are 6 high-elevation campsites on FR 216 (southern section of Williams River Road), many of which are right on the river.  Note that FR 216 is a narrow gravel road.  --AWH",river,WV,federal,https://www.recreation.gov/camping/campgrounds/10351788,3415,-9.671416019999995,cooler,no,
"38.3415,-80.2306",Tea Creek Campground,High-elevation campground at the intersection of the Williams River and Tea Creek; spacious 28-site layout with a few sites right on the river or the creek.  --AWH,river,WV,federal,https://www.recreation.gov/camping/campgrounds/10351738,3038,-8.48863602,slightly cooler,no,
"38.8237,-79.3866",Seneca Shadows Campground,"Large modern campground with dump station, camp host, and some electric sites.  Many sites offer outstanding views of Seneca Rocks.  --AWH",none,WV,federal,https://www.recreation.gov/camping/campgrounds/232095,1742,-4.7350960199999985,slightly cooler,no,
"38.2871,-80.2156",Day Run Campground,"High-elevation campground just off the Highland Scenic Highway with 12 sites, many of which border the upper scenic Williams River.  --AWH",river,WV,federal,https://www.recreation.gov/camping/campgrounds/10344825,3146,-8.776816019999998,slightly cooler,no,
"38.3385,-80.4890",Bishop Knob Campground,High-elevation campground on a mountaintop in Monongahela National Forest.  --AWH,none,WV,federal,https://www.recreation.gov/camping/campgrounds/10351905,3143,-8.85763602,slightly cooler,no,
"37.9204,-80.2709",Blue Bend Campground,USFS campground with sites directly along Anthony Creek at the Blue Bend swimming area.  --AWH,creek,WV,federal,https://www.recreation.gov/camping/campgrounds/232008,1922,-3.7526560199999954,similar,no,
"38.5324,-79.7028",Lake Buffalo Recreation Area,"A high-elevation primitive camping area next to a 22-acre lake.  Limited dispersed sites are available, primarily for tents or small RVs.  The area is open from March to November.  Campsites do not appear to be lakefront  --AWH",none,VA,federal,,3077,-8.972656019999999,slightly cooler,no,
"38.6502,-79.7462",Little River Dispersed Camping,"15 numbered high-elevation sites along the Little River, suitable for tents and small to medium RVs.  The narrow gravel road may be tricky for larger rigs.  Very remote with no cell service.  Sites fill up on weekends.  --AWH",creek,VA,federal,,3231,-9.73459601999999,cooler,no,
"38.4769,-77.7814",C.F. Phelps WMA Public Parking (Kelly's Ford Bridge),Parking/camping alongside Rappahannock River at Kelly's Ford Bridge on VA 620.  --AWH,river,VA,state,,246,1.2243439800000049,similar,no,
"38.4175,-77.7364",C.F. Phelps WMA Public Parking (Rogers Ford Area),Seasonal-only parking/camping alongside Rappahannock River at southern end of WMA accessible from entrance on 632.  --AWH,river,VA,state,,223,1.4131639800000113,similar,no,
"41.0123,-75.0858",Worthington State Forest Campsite,"Several RV sites adjacent to the river, some may have partial river views",river,PA,state,,360,-3.7488760200000004,similar,no,
"41.3360,-76.2607",Ricketts Glen State Park,"Numerous waterfront sites, some of which may have a partial lake view",lake,PA,state,https://pennsylvaniastateparks.reserveamerica.com/camping/ricketts-glen-state-park/r/campgroundDetails.do?contractCode=PA&parkId=880417,2280,-11.176036019999993,cooler,no,570-477-5675
"41.2191,-75.4054",Tobyhanna State Park,"Some sites from 91-131 may have partial lake view, of which CampsitePhotos.com recommends 101, 111, 113, 115, 117, and 119",lake,PA,state,,1994,-9.94771601999999,cooler,no,
"41.3132,-75.2089",Promised Land State Park,Pickerel Point Campground has RV spots with partial lake views and reasonably easy lake access,lake,PA,state,https://pennsylvaniastateparks.reserveamerica.com/camping/promised-land-state-park/r/campgroundDetails.do?contractCode=PA&parkId=880414,1778,-9.344896019999998,cooler,no,
"39.6651,-78.4431",Green Ridge State Forest Headquarters,"numerous dispersed campsites
Must register at Green Ridge State Forest Headquarters
Dispersed campsites scattered throughout the state forest on ridges and hollows, not specifically on a water body.",none,WV,state,,964,-3.4767160199999987,similar,no,301-478-3124
"39.5679,-78.3611",Gary's Family Campground,"Non-waterfront sites in the woods, high up in the hills.  Nice view from lodge area.  --AWH",none,WV,private,,1049,-3.6059560199999976,similar,yes,
"41.2520,-76.0560",Moon Lake State Recreation Area,"There is a lake nearby, but the dispersed campsites are not lakefront.",none,PA,state,https://pennsylvaniastateparks.reserveamerica.com/camping/pinchot-state-forest/r/campgroundDetails.do?contractCode=PA&parkId=880252#sr_a,1200,-7.175536019999998,slightly cooler,no,
"41.2520,-75.6337",001 Carvolth,Dispersed campsite in Pinchot State Forest on forested terrain; no water body adjacent.,none,PA,state,https://pennsylvaniastateparks.reserveamerica.com/campsiteDetails.do?contractCode=PA&siteId=23634&parkId=880252,2001,-10.030336019999998,cooler,no,
"41.2293,-75.6069",003 Sassafras Hill,"003 Sassafras Hill
Dispersed campsite on Sassafras Hill in Pinchot State Forest; no water body adjacent.",none,PA,state,https://pennsylvaniastateparks.reserveamerica.com/camping/pinchot-state-forest,2116,-10.398976019999997,cooler,no,
"41.2068,-75.6109",Manny Gordon Rec Area,Several well-separated sites on a small loop near a picnic shelter.  Sites must be reserved in advance.  $10/night.  --AWH,none,PA,state,https://pennsylvaniastateparks.reserveamerica.com/camping/pinchot-state-forest,1788,-9.188476019999996,cooler,no,
"41.3047,-75.1010",State Forest Campsite #E011,Dispersed campsite in a Pennsylvania state forest; no direct water frontage.,none,PA,state,,1512,-8.381896019999989,slightly cooler,no,
"41.2590,-74.9929",Delaware State Forest campsite #E014,Dispersed backcountry campsite on the Pocono Plateau; not adjacent to any significant water body.,none,PA,state,,1322,-7.621036019999995,slightly cooler,no,
"41.2525,-75.1113",highline campsite E-9,Dispersed backcountry campsite on an upland ridgeline in Delaware State Forest; not directly on a creek or lake.,none,PA,state,,1437,-8.01883601999999,slightly cooler,no,
"41.2328,-75.1083",E8 - Bridge Camp,"Name suggests proximity to a creek crossing, but the site is not confirmed to be directly on the water.",none,PA,state,,1273,-7.398376019999991,slightly cooler,no,
"41.1599,-75.0821",State Forest Campsite #S006,Dispersed campsite in Delaware State Forest in forested uplands; no direct water frontage.,none,PA,state,,1207,-7.0331560199999945,slightly cooler,no,
"41.1462,-75.1973",State Forest Campsite #S001,Dispersed campsite in Delaware State Forest in a wooded upland area.,none,PA,state,,1138,-6.762796019999994,slightly cooler,no,
"41.1238,-75.2166","S005 Brodhead Creek, Snow Hill","Delaware State Forest dispersed sites
Named for and located directly on Brodhead Creek at the lowest elevation of the Delaware State Forest dispersed sites.",creek,PA,state,,872,-5.77477602,slightly cooler,no,
"40.5986,-76.0245",Weiser State Forest,"Dispersed sites nearby.
Dispersed camping sites in the forest are generally in wooded upland areas, not directly on water.",none,PA,state,https://pennsylvaniastateparks.reserveamerica.com,561,-3.71791601999999,similar,no,
"42.7231,-76.9015",Sampson State Park,Large NY state park on the eastern shore of Seneca Lake with sites along the lakeshore.,lake,NY,state,,554,-7.518616019999998,slightly cooler,no,
"41.9807,-77.1898",Tompkins Campground,USACE campground on Cowanesque Lake with lakefront sites.  --AWH,lake,NY,state,https://www.recreation.gov/camping/campgrounds/233652,1145,-8.288296019999992,slightly cooler,no,570-827-2109
"41.8871,-77.1791",Ives Run Campground,USACE campground on Hammond/Tioga Lake with sites directly on the lake.  --AWH,lake,PA,federal,https://www.recreation.gov/camping/campgrounds/233523,1184,-8.260216019999989,slightly cooler,no,570-835-0110
"35.7326,-79.0172",Jordan Lake State Recreation Area,Many lakefront campsites.  --AWH,lake,NC,state,,239,6.187483980000009,slightly warmer,no,
"28.9785,-81.5523",Clearwater Lake campground,"After-hours gate code from confirmation email required after 6pm
Sites 15, 16, and 19 appear to have a view of the lake.  --AWH",lakeview,FL,federal,https://www.recreation.gov/camping/campgrounds/234033,59,18.988363980000006,much warmer,no,352-669-0078
"29.2753,-81.6928",Hopkins Prairie Campground,Hopkins Prairie is a seasonal prairie/marsh in Ocala National Forest; sites are in the surrounding forest and not on a permanent water body.,none,FL,federal,,65,18.430723980000007,much warmer,no,
"28.7089,-81.4745",Wekiwa Springs State Park Campground,"campground is closed for a waterline project and will remain closed throughout 2025
Campground is set back in the forest, not directly on the springs or Wekiwa River.",none,FL,state,https://reserve.floridastateparks.org/Web/,124,19.239643980000007,hot,no,
"28.9480,-81.3353",Blue Spring State Park Campground,Campground is set back in the woods on an elevated area above the spring run and St. Johns River; sites are not directly on the water.,none,FL,state,https://reserve.floridastateparks.org/Web/,65,19.019863980000007,hot,no,
"29.8369,-81.9501",Mike Roess Gold Head Branch State Park,Campground sites are in a wooded area; the park's lakes are in ravines/sinkholes and sites are not directly on them.,none,FL,state,https://reserve.floridastateparks.org/Web/,187,16.986943980000007,much warmer,no,
"29.5260,-82.2946",Paynes Prairie Camping,"Campground is set in upland hammock forest on the edge of the prairie basin, not directly on a water body.",none,FL,state,https://reserve.floridastateparks.org/Web/,91,17.885863980000007,much warmer,no,
"29.0879,-82.4221",Rainbow Springs State Park Campground,Campground is in a separate wooded area set back from the Withlacoochee River; sites are not directly on the water.,none,FL,state,https://reserve.floridastateparks.org/Web/,39,18.861643980000004,much warmer,no,
"29.5211,-81.7953",Rodman Campground,Situated where the Cross Florida Barge Canal meets the Rodman Reservoir.  Sites 59-68 have a great view of the canal.  --AWH,lakeview,FL,state,https://www.floridastateparks.org/parks-and-trails/rodman-campground,65,17.988283980000006,much warmer,no,
"29.0383,-82.2395",Shangrila Campgrounds,Private campground in an inland area near Ocala National Forest; not on a significant body of water.,none,FL,private,,88,18.775423980000006,much warmer,no,
"29.0391,-82.2963",Ross Prairie Campground,"Ocala National Forest campground in a dry prairie/upland area, not on any water body.",none,FL,federal,,65,18.855883980000005,much warmer,no,
"28.8564,-81.9026",Lake Griffin State Park,"There is a lake in the park, but the campground is not lakefront.",none,FL,state,https://reserve.floridastateparks.org/Web/,121,18.985843980000006,much warmer,no,
"27.1721,-82.4649",Oscar Scherer State Park,"South Creek runs through the park but the campsites are in a wooded upland area, not directly on the creek.",none,FL,state,https://reserve.floridastateparks.org/Web/,32,22.333483980000008,hot,no,
"28.2893,-82.0417",Colt Creek State Park,Colt Creek runs through the park but the campground area is set back from the creek in an upland area.,none,FL,state,https://reserve.floridastateparks.org/Web/,121,20.006623980000008,hot,no,
